"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Leaf pavement cell",9,11,0.888157342650257,"Fail","arabidopsis_thaliana","Leaf"
"Leaf preprocambium",9,4,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf vascular system",9,12,0.861359753829947,"Fail","arabidopsis_thaliana","Leaf"
"Meristematic cell",9,5,1,"Fail","arabidopsis_thaliana","Leaf"
"Mesophyll",9,5,1,"Fail","arabidopsis_thaliana","Leaf"
"Mesophyll cell",9,1,1,"Fail","arabidopsis_thaliana","Leaf"
"Myrosinase cell",9,10,1,"Fail","arabidopsis_thaliana","Leaf"
"Palisade mesophyll",9,1,1,"Fail","arabidopsis_thaliana","Leaf"
"Phloem",9,15,0.735440837816166,"Fail","arabidopsis_thaliana","Leaf"
"Phloem parenchyma",9,4,1,"Fail","arabidopsis_thaliana","Leaf"
"Phloem parenchyma cell",9,11,0.731195755194017,"Fail","arabidopsis_thaliana","Leaf"
"Proliferating cell",9,4,1,"Fail","arabidopsis_thaliana","Leaf"
"S phase",9,1,1,"Fail","arabidopsis_thaliana","Leaf"
"Sieve element",9,2,1,"Fail","arabidopsis_thaliana","Leaf"
"Spongy mesophyll",9,4,1,"Fail","arabidopsis_thaliana","Leaf"
