"reference_cell_types","query_clusters","number_OMGs","p_value","negative_log10_p_value","significant"
"oryza_sativa Leaf Mestome sheath",0,5,1,0,"No"
"oryza_sativa Leaf Phloem",0,2,1,0,"No"
"oryza_sativa Leaf Vascular tissue",0,8,0.42315889089277,0.373496529833015,"No"
"oryza_sativa Leaf Xylem",0,3,1,0,"No"
"oryza_sativa Pistil CT-Ovule",0,4,0.328172857285589,0.483897341681952,"No"
"oryza_sativa Pistil Inner ovary wall/Outer integument",0,3,0.968615384059945,0.0138486375408879,"No"
"oryza_sativa Pistil Integument",0,4,0.268009792815668,0.57184933698574,"No"
"oryza_sativa Pistil Nucellus",0,5,0.39040810402464,0.408481175901214,"No"
"oryza_sativa Pistil Outer ovary wall",0,10,0.0259800521025034,1.58535998229274,"Yes"
"oryza_sativa Pistil Ovary wall",0,3,1,0,"No"
"oryza_sativa Pistil Ovule",0,0,1,0,"No"
"oryza_sativa Pistil S-Ovule",0,0,1,0,"No"
"oryza_sativa Pistil Stamen residue",0,1,1,0,"No"
"oryza_sativa Pistil Stigma",0,1,1,0,"No"
"oryza_sativa Pistil Style",0,6,0.177074967806171,0.751842828488225,"No"
"oryza_sativa Pistil Vascular tissue",0,4,0.857668892895615,0.0666803412209057,"No"
"oryza_sativa Root Epidermal meristematic cell",0,4,1,0,"No"
"oryza_sativa Root Exodermis",0,9,1,0,"No"
"oryza_sativa Root Meristematic cell",0,0,1,0,"No"
"oryza_sativa Root Metaxylem",0,8,0.608426302774916,0.215792019301674,"No"
"oryza_sativa Root Non-hair root epidermal cell",0,9,0.496700365235109,0.30390552065802,"No"
"oryza_sativa Root Pericycle",0,25,0.000219192262396805,3.65917478074279,"Yes"
"oryza_sativa Root Pericycle cell",0,21,0.00367919655193469,2.43424701044544,"Yes"
"oryza_sativa Root Phloem",0,7,0.914166182814665,0.0389748483372457,"No"
"oryza_sativa Root Protoxylem",0,3,1,0,"No"
"oryza_sativa Root Root cap",0,13,0.472057476963778,0.326005119144553,"No"
"oryza_sativa Root Root cap junction",0,10,0.770121619096804,0.113440684786198,"No"
"oryza_sativa Root Root cortex",0,0,1,0,"No"
"oryza_sativa Root Root endodermis",0,0,1,0,"No"
"oryza_sativa Root Root epidermis",0,4,1,0,"No"
"oryza_sativa Root Root exodermis",0,6,1,0,"No"
"oryza_sativa Root Root hair",0,6,1,0,"No"
"oryza_sativa Root Root hair cell",0,3,1,0,"No"
"oryza_sativa Root Root meristem",0,1,1,0,"No"
"oryza_sativa Root Root procambium",0,5,0.838764109741342,0.076360161033068,"No"
"oryza_sativa Root Root stele",0,6,0.470057635006908,0.327848888807112,"No"
"oryza_sativa Root Sclerenchyma",0,5,1,0,"No"
"oryza_sativa Root Xylem",0,8,1,0,"No"
"oryza_sativa Root;Leaf Epidermis",0,8,1,0,"No"
"oryza_sativa Root;Leaf Fiber cell",0,9,0.678274965791103,0.168594211859377,"No"
"oryza_sativa Root;Leaf Initial cell",0,4,1,0,"No"
"oryza_sativa Root;Leaf Mesophyll precursor/Root endodermis",0,4,1,0,"No"
"oryza_sativa Root;Leaf Mesophyll/Cortex",0,11,0.159406891333883,0.797492907509638,"No"
"oryza_sativa Root;Leaf Mestome sheath",0,11,0.919561388386663,0.0364192726818569,"No"
"oryza_sativa Root;Leaf Parenchyma",0,8,0.762607798983392,0.117698757627609,"No"
"oryza_sativa Root;Leaf Pericycle",0,8,1,0,"No"
"oryza_sativa Root;Leaf Phloem",0,9,1,0,"No"
"oryza_sativa Root;Leaf Procambium",0,11,0.83820399088046,0.0766502757221273,"No"
"oryza_sativa Root;Leaf Root exodermis/Sclerenchym",0,6,1,0,"No"
"oryza_sativa Root;Leaf Root stele",0,6,1,0,"No"
"oryza_sativa Root;Leaf Vascular tissue",0,7,0.563764306536636,0.248902423967944,"No"
"oryza_sativa Root;Leaf Xylem",0,6,1,0,"No"
"populus_alba_var_pyramidalis Stem Companion cell",0,8,1,0,"No"
"populus_alba_var_pyramidalis Stem Cork cambium",0,6,1,0,"No"
"populus_alba_var_pyramidalis Stem Cortex/Endodermis",0,4,1,0,"No"
"populus_alba_var_pyramidalis Stem Cortex/Endodermis initial",0,9,0.332951875632309,0.477618534234516,"No"
"populus_alba_var_pyramidalis Stem Endodermis",0,13,0.117045848331993,0.931643986311512,"No"
"populus_alba_var_pyramidalis Stem Epidermis",0,10,0.704079879676071,0.152378066234947,"No"
"populus_alba_var_pyramidalis Stem Phloem parenchyma",0,13,0.00110675155163566,2.9559498604796,"Yes"
"populus_alba_var_pyramidalis Stem Photosynthetic cell",0,11,0.327456638099682,0.484846201262537,"No"
"populus_alba_var_pyramidalis Stem Sieve element",0,9,1,0,"No"
"populus_alba_var_pyramidalis Stem Vascular cambium",0,5,1,0,"No"
"populus_alba_var_pyramidalis Stem Xylem",0,6,1,0,"No"
"populus_alba_var_pyramidalis Stem Xylem parenchyma",0,17,0.00415902558583958,2.38100840789793,"Yes"
"solanum_lycopersicum Leaf Leaf guard cell",0,14,0.0259538300852494,1.58579854293508,"Yes"
"solanum_lycopersicum Leaf Leaf lamina epidermis",0,1,1,0,"No"
"solanum_lycopersicum Leaf Leaf trichome",0,15,0.0662302436151572,1.17894364748182,"No"
"solanum_lycopersicum Leaf Leaf vascular system",0,15,0.0662302436151572,1.17894364748182,"No"
"solanum_lycopersicum Leaf Mesophyll cell",0,1,1,0,"No"
"solanum_lycopersicum Root Atrichoblast",0,7,1,0,"No"
"solanum_lycopersicum Root Cortex",0,18,0.517808010198651,0.285831235557838,"No"
"solanum_lycopersicum Root Endodermis",0,19,0.0998073740064747,1.00083737081669,"No"
"solanum_lycopersicum Root Exodermis",0,9,1,0,"No"
"solanum_lycopersicum Root MZ",0,0,1,0,"No"
"solanum_lycopersicum Root Pericycle",0,25,0.00160162825668421,2.79543827776824,"Yes"
"solanum_lycopersicum Root Phloem_Procamb",0,26,0.00135235805705613,2.86890830719904,"Yes"
"solanum_lycopersicum Root RC_Col_QC",0,7,1,0,"No"
"solanum_lycopersicum Root Trichoblast",0,8,1,0,"No"
"solanum_lycopersicum Root Xylem",0,10,1,0,"No"
"solanum_lycopersicum Shoot axis apex Leaf marginal meristem",0,8,1,0,"No"
"solanum_lycopersicum Shoot axis apex Meristematic cell",0,3,1,0,"No"
"solanum_lycopersicum Shoot axis apex Mesophyll",0,5,1,0,"No"
"solanum_lycopersicum Shoot axis apex Phloem",0,8,0.89322480816272,0.0490392234660763,"No"
"solanum_lycopersicum Shoot axis apex Rib Zone",0,3,1,0,"No"
"solanum_lycopersicum Shoot axis apex Shoot system epidermis",0,3,1,0,"No"
"solanum_lycopersicum Shoot axis apex Trichome",0,10,1,0,"No"
"solanum_lycopersicum Shoot axis apex Xylem",0,0,1,0,"No"
"sorghum_bicolor Root Columella root cap cell",0,2,1,0,"No"
"sorghum_bicolor Root Lateral root cap",0,4,1,0,"No"
"sorghum_bicolor Root Pericycle cell",0,19,3.58704660232397e-06,5.44526298100436,"Yes"
"sorghum_bicolor Root Phloem",0,10,0.234762285320398,0.62937167144843,"No"
"sorghum_bicolor Root Root cortex",0,4,1,0,"No"
"sorghum_bicolor Root Root endodermis",0,8,0.923866852773022,0.0343906145727717,"No"
"sorghum_bicolor Root Root epidermis",0,4,0.942268996461049,0.0258250982667397,"No"
"sorghum_bicolor Root Root stele",0,4,1,0,"No"
"sorghum_bicolor Root Xylem",0,3,1,0,"No"
"triticum_aestivum Root Columella root cap",0,1,1,0,"No"
"triticum_aestivum Root Columella root cap cell",0,10,0.104397965584355,0.981307964399821,"No"
"triticum_aestivum Root Companion cell",0,4,0.807225996645901,0.0930048601283549,"No"
"triticum_aestivum Root Meristematic cell",0,2,0.616061534007674,0.210375907080203,"No"
"triticum_aestivum Root Metaxylem",0,1,1,0,"No"
"triticum_aestivum Root Pericycle",0,2,1,0,"No"
"triticum_aestivum Root Pericycle cell",0,0,1,0,"No"
"triticum_aestivum Root Phloem pole pericycle",0,1,1,0,"No"
"triticum_aestivum Root Phloem pole pericycle cell",0,4,1,0,"No"
"triticum_aestivum Root Protophloem",0,2,1,0,"No"
"triticum_aestivum Root Protoxylem",0,2,1,0,"No"
"triticum_aestivum Root Provascular",0,1,1,0,"No"
"triticum_aestivum Root Proximal meristem",0,0,1,0,"No"
"triticum_aestivum Root Root broder",0,2,1,0,"No"
"triticum_aestivum Root Root cap",0,4,0.697809757230773,0.156262962256986,"No"
"triticum_aestivum Root Root endodermis",0,3,0.968615384059945,0.0138486375408879,"No"
"triticum_aestivum Root Root epidermis",0,0,1,0,"No"
"triticum_aestivum Root Root epidermis/Root cortex",0,1,1,0,"No"
"triticum_aestivum Root Root hair",0,4,0.756455957729943,0.121216352335651,"No"
"triticum_aestivum Root Root hair cell",0,0,1,0,"No"
"triticum_aestivum Root Root system ground meristem",0,3,1,0,"No"
"triticum_aestivum Root Root vascular system",0,5,0.952566422169318,0.0211047313732366,"No"
"triticum_aestivum Root Sieve element",0,5,0.39040810402464,0.408481175901214,"No"
"triticum_aestivum Root Stem cell niche",0,3,1,0,"No"
"triticum_aestivum Root Xylem pole pericycle",0,4,1,0,"No"
"triticum_aestivum Root Xylem pole pericycle cell",0,5,0.156408823103168,0.805738751807249,"No"
"zea_mays Ear inflorescence Adaxial meristem periphery",0,11,0.273695609946975,0.56273216857853,"No"
"zea_mays Ear inflorescence Bundle sheath",0,8,0.725142860419373,0.139576424629255,"No"
"zea_mays Ear inflorescence Cortex",0,13,0.419550979530387,0.3772152606194,"No"
"zea_mays Ear inflorescence Determinate lateral organ",0,5,1,0,"No"
"zea_mays Ear inflorescence G2/M phase",0,2,1,0,"No"
"zea_mays Ear inflorescence Meristem base",0,7,0.445734386077422,0.350923861072818,"No"
"zea_mays Ear inflorescence Meristem boundary",0,7,0.483163347282656,0.315906018668062,"No"
"zea_mays Ear inflorescence Meristem epidermis",0,8,0.827273514330061,0.0823508796547757,"No"
"zea_mays Ear inflorescence Phloem",0,5,1,0,"No"
"zea_mays Ear inflorescence Pith",0,5,0.70285762155488,0.15313264146031,"No"
"zea_mays Ear inflorescence S phase",0,0,1,0,"No"
"zea_mays Ear inflorescence Xylem",0,9,0.30283279071747,0.518797101243863,"No"
"zea_mays Inflorescence Adaxial meristem periphery",0,4,1,0,"No"
"zea_mays Inflorescence Bundle sheath cell",0,6,1,0,"No"
"zea_mays Inflorescence Determinate lateral organ",0,7,0.253758422979299,0.595579533343876,"No"
"zea_mays Inflorescence Ear cortex",0,5,1,0,"No"
"zea_mays Inflorescence Meristem base",0,12,0.136695906138197,0.864244491783412,"No"
"zea_mays Inflorescence Meristem boundary",0,9,0.566427649584728,0.246855555161174,"No"
"zea_mays Inflorescence Meristem epidermis layer",0,9,0.467522482561141,0.330197499620408,"No"
"zea_mays Inflorescence Phloem",0,10,0.316363740707831,0.499813297971097,"No"
"zea_mays Inflorescence Xylem",0,0,1,0,"No"
"zea_mays Leaf Bundle sheath",0,7,0.967611507917323,0.0142989751641559,"No"
"zea_mays Leaf Bundle sheath cell",0,5,0.648288609188339,0.188231609139205,"No"
"zea_mays Leaf Contamination",0,9,0.905399439151834,0.0431597788636725,"No"
"zea_mays Leaf G2/M phase",0,3,1,0,"No"
"zea_mays Leaf Leaf epidermis",0,3,1,0,"No"
"zea_mays Leaf Leaf guard cell",0,3,1,0,"No"
"zea_mays Leaf Leaf lamina epidermis",0,4,0.807225996645901,0.0930048601283549,"No"
"zea_mays Leaf Leaf pavement cell",0,3,1,0,"No"
"zea_mays Leaf Leaf primordium",0,1,0.483163347282656,0.315906018668062,"No"
"zea_mays Leaf Leaf subsidiary cell",0,4,1,0,"No"
"zea_mays Leaf Leaf vascular system",0,17,0.00986533402180041,2.00588820576213,"Yes"
"zea_mays Leaf Meristemoid",0,9,0.217027884125254,0.663484463645732,"No"
"zea_mays Leaf Mesophyll",0,12,0.193989163693133,0.712222529243577,"No"
"zea_mays Leaf Mesophyll cell",0,3,0.52225787348751,0.282115003934722,"No"
"zea_mays Leaf Pavement cell-A",0,3,1,0,"No"
"zea_mays Leaf Pavement cell-N",0,8,0.162472617695414,0.78921982229024,"No"
"zea_mays Leaf S phase",0,2,1,0,"No"
"zea_mays Leaf Subsidiary cell",0,4,1,0,"No"
"zea_mays Leaf Vascular tissue",0,5,0.595649787963549,0.2250090084784,"No"
"zea_mays Root Companion cell",0,12,0.445225230405281,0.351420232667717,"No"
"zea_mays Root Early stele",0,5,1,0,"No"
"zea_mays Root Mature endodermis",0,5,1,0,"No"
"zea_mays Root Mature stele",0,5,0.648288609188339,0.188231609139205,"No"
"zea_mays Root Meristematic cell",0,12,0.283023581209953,0.548177378035056,"No"
"zea_mays Root Pericycle",0,3,1,0,"No"
"zea_mays Root Pericycle cell",0,4,1,0,"No"
"zea_mays Root Phloem",0,11,0.225789212573881,0.646296811000734,"No"
"zea_mays Root Protophloem",0,11,1,0,"No"
"zea_mays Root Root cap",0,14,0.274975141855279,0.560706565235352,"No"
"zea_mays Root Root cortex",0,7,0.327009735357192,0.485439317832156,"No"
"zea_mays Root Root endodermis",0,2,1,0,"No"
"zea_mays Root Root epidermis",0,1,1,0,"No"
"zea_mays Root Root exodermis",0,10,1,0,"No"
"zea_mays Root Root hair",0,4,1,0,"No"
"zea_mays Root Root pith",0,9,0.332951875632309,0.477618534234516,"No"
"zea_mays Root Root stele",0,14,0.891451295353007,0.0499023796195837,"No"
"zea_mays Root Stem cell niche",0,3,1,0,"No"
"zea_mays Root Xylem",0,3,1,0,"No"
"zea_mays Shoot axis apex G2/M phase",0,1,1,0,"No"
"zea_mays Shoot axis apex Leaf primordium",0,7,0.651190614481548,0.186291867498842,"No"
"zea_mays Shoot axis apex Leaf rim",0,3,1,0,"No"
"zea_mays Shoot axis apex S phase",0,2,1,0,"No"
"zea_mays Shoot axis apex Shoot apical meristem",0,17,0.0202644031576947,1.6932661828987,"Yes"
"zea_mays Shoot axis apex Shoot system epidermis",0,4,0.942268996461049,0.0258250982667397,"No"
"zea_mays Shoot axis apex Vascular tissue",0,14,0.0426472201419009,1.37010927203172,"Yes"
"arabidopsis_thaliana Flower Companion cell",1,1,1,0,"No"
"arabidopsis_thaliana Flower Cortex",1,1,1,0,"No"
"arabidopsis_thaliana Flower Early anther",1,0,1,0,"No"
"arabidopsis_thaliana Flower Epidermis",1,2,1,0,"No"
"arabidopsis_thaliana Flower Floral organ abscission zone",1,0,1,0,"No"
"arabidopsis_thaliana Flower Flower meristem",1,0,1,0,"No"
"arabidopsis_thaliana Flower Generative nuclei",1,1,1,0,"No"
"arabidopsis_thaliana Flower Guard cell",1,0,1,0,"No"
"arabidopsis_thaliana Flower Intermediate anther",1,1,1,0,"No"
"arabidopsis_thaliana Flower Late anther",1,0,1,0,"No"
"arabidopsis_thaliana Flower Mesophyll cell",1,1,1,0,"No"
"arabidopsis_thaliana Flower Microspore nuclei",1,12,0.000160413247426529,3.79475976917734,"Yes"
"arabidopsis_thaliana Flower Phloem",1,0,1,0,"No"
"arabidopsis_thaliana Flower Procambium",1,0,1,0,"No"
"arabidopsis_thaliana Flower Proliferating cell",1,0,1,0,"No"
"arabidopsis_thaliana Flower Sperm nuclei",1,5,0.302225008941241,0.519669600897767,"No"
"arabidopsis_thaliana Flower Vegetative nuclei",1,0,1,0,"No"
"arabidopsis_thaliana Flower Xylem parenchyma cell",1,0,1,0,"No"
"arabidopsis_thaliana Inflorescence Cortex",1,1,1,0,"No"
"arabidopsis_thaliana Inflorescence Flower meristem",1,1,1,0,"No"
"arabidopsis_thaliana Inflorescence G2/M phase",1,1,1,0,"No"
"arabidopsis_thaliana Inflorescence Mesophyll",1,2,1,0,"No"
"arabidopsis_thaliana Inflorescence Phloem",1,0,1,0,"No"
"arabidopsis_thaliana Inflorescence S phase",1,8,2.92878400413513e-05,4.53331265606548,"Yes"
"arabidopsis_thaliana Inflorescence Shoot system epidermis",1,0,1,0,"No"
"arabidopsis_thaliana Inflorescence Vascular cambium",1,0,1,0,"No"
"arabidopsis_thaliana Inflorescence Xylem",1,0,1,0,"No"
"arabidopsis_thaliana Leaf Bundle sheath",1,9,0.506128886681536,0.295738875162305,"No"
"arabidopsis_thaliana Leaf Bundle sheath cell",1,1,1,0,"No"
"arabidopsis_thaliana Leaf Companion cell",1,1,1,0,"No"
"arabidopsis_thaliana Leaf G2/M phase",1,8,0.782591662613756,0.106464783192465,"No"
"arabidopsis_thaliana Leaf Guard mother cell",1,26,1.07673383534891e-09,8.9678916394367,"Yes"
"arabidopsis_thaliana Leaf Hydathode",1,1,1,0,"No"
"arabidopsis_thaliana Leaf Hydathodes",1,5,1,0,"No"
"arabidopsis_thaliana Leaf Initials",1,61,1.43089068770019e-38,37.8443935427196,"Yes"
"arabidopsis_thaliana Leaf Leaf abaxial pavement cell",1,1,0.838764109741342,0.076360161033068,"No"
"arabidopsis_thaliana Leaf Leaf adaxial pavement cell",1,0,1,0,"No"
"arabidopsis_thaliana Leaf Leaf epidermis",1,0,1,0,"No"
"arabidopsis_thaliana Leaf Leaf guard cell",1,0,1,0,"No"
"arabidopsis_thaliana Leaf Leaf lamina epidermis",1,15,0.00132186745784435,2.8788120888841,"Yes"
"arabidopsis_thaliana Leaf Leaf pavement cell",1,0,1,0,"No"
"arabidopsis_thaliana Leaf Leaf preprocambium",1,1,1,0,"No"
"arabidopsis_thaliana Leaf Leaf vascular system",1,0,1,0,"No"
"arabidopsis_thaliana Leaf Meristematic cell",1,69,1.92582831665496e-53,52.7153824318806,"Yes"
"arabidopsis_thaliana Leaf Mesophyll",1,1,1,0,"No"
"arabidopsis_thaliana Leaf Mesophyll cell",1,1,1,0,"No"
"arabidopsis_thaliana Leaf Myrosinase cell",1,3,1,0,"No"
"arabidopsis_thaliana Leaf Palisade mesophyll",1,1,1,0,"No"
"arabidopsis_thaliana Leaf Phloem",1,3,1,0,"No"
"arabidopsis_thaliana Leaf Phloem parenchyma",1,0,1,0,"No"
"arabidopsis_thaliana Leaf Phloem parenchyma cell",1,0,1,0,"No"
"arabidopsis_thaliana Leaf Proliferating cell",1,12,0.0590418452890371,1.22884007756844,"No"
"arabidopsis_thaliana Leaf S phase",1,29,5.03048714908875e-24,23.2983899561137,"Yes"
"arabidopsis_thaliana Leaf Sieve element",1,0,1,0,"No"
"arabidopsis_thaliana Leaf Spongy mesophyll",1,0,1,0,"No"
"arabidopsis_thaliana Leaf Spongy mesophyll cell",1,7,0.366520861282446,0.43590130156306,"No"
"arabidopsis_thaliana Leaf Stomatal initial cell",1,1,1,0,"No"
"arabidopsis_thaliana Leaf Stress response",1,3,1,0,"No"
"arabidopsis_thaliana Leaf Tracheary element",1,0,1,0,"No"
"arabidopsis_thaliana Leaf Vascular tissue",1,0,1,0,"No"
"arabidopsis_thaliana Leaf Xylem",1,0,1,0,"No"
"arabidopsis_thaliana Leaf Young guard cell",1,0,1,0,"No"
"arabidopsis_thaliana Root Columella",1,3,1,0,"No"
"arabidopsis_thaliana Root Columella root cap",1,1,1,0,"No"
"arabidopsis_thaliana Root Columella root cap cell",1,6,0.448371642919679,0.348361861984595,"No"
"arabidopsis_thaliana Root Companion cell",1,0,1,0,"No"
"arabidopsis_thaliana Root Cortex",1,0,1,0,"No"
"arabidopsis_thaliana Root Early sieve element",1,9,0.0148630214101859,1.82789289660575,"Yes"
"arabidopsis_thaliana Root Epidermal cell layer of the emerging lateral root",1,0,1,0,"No"
"arabidopsis_thaliana Root Explant vasculature and callus founder cell",1,0,1,0,"No"
"arabidopsis_thaliana Root G1/G0 phase",1,0,1,0,"No"
"arabidopsis_thaliana Root G2/M phase",1,65,4.72471882831825e-46,45.3256240315872,"Yes"
"arabidopsis_thaliana Root Lateral root cap",1,1,1,0,"No"
"arabidopsis_thaliana Root Lateral root cap like cell",1,0,1,0,"No"
"arabidopsis_thaliana Root Lateral root primordia",1,86,5.40869386466996e-100,99.2669075991915,"Yes"
"arabidopsis_thaliana Root Meristematic cell",1,84,9.38072745297128e-96,95.027763481817,"Yes"
"arabidopsis_thaliana Root Metaphloem",1,0,1,0,"No"
"arabidopsis_thaliana Root Metaphloem sieve element",1,23,6.82380621027499e-08,7.16597331522319,"Yes"
"arabidopsis_thaliana Root Metaxylem",1,0,1,0,"No"
"arabidopsis_thaliana Root Non-hair",1,0,1,0,"No"
"arabidopsis_thaliana Root Non-hair root epidermal cell",1,0,1,0,"No"
"arabidopsis_thaliana Root Pericycle",1,1,1,0,"No"
"arabidopsis_thaliana Root Pericycle cell",1,0,1,0,"No"
"arabidopsis_thaliana Root Phloem",1,0,1,0,"No"
"arabidopsis_thaliana Root Phloem parenchyma",1,0,1,0,"No"
"arabidopsis_thaliana Root Phloem pole pericycle",1,1,1,0,"No"
"arabidopsis_thaliana Root Phloem pole pericycle cell",1,0,1,0,"No"
"arabidopsis_thaliana Root Phloem/Pericycle",1,0,1,0,"No"
"arabidopsis_thaliana Root Pholem",1,0,1,0,"No"
"arabidopsis_thaliana Root Photosynthetic cell",1,1,1,0,"No"
"arabidopsis_thaliana Root Primary phloem",1,0,1,0,"No"
"arabidopsis_thaliana Root Primary xylem",1,0,1,0,"No"
"arabidopsis_thaliana Root Proliferating cell",1,1,1,0,"No"
"arabidopsis_thaliana Root Protophloem",1,1,1,0,"No"
"arabidopsis_thaliana Root Protophloem sieve element",1,0,1,0,"No"
"arabidopsis_thaliana Root Protoxylem",1,6,0.892556808955234,0.0493641326044354,"No"
"arabidopsis_thaliana Root Quiescent center",1,5,0.575368187658245,0.24005415410092,"No"
"arabidopsis_thaliana Root Root cap",1,1,1,0,"No"
"arabidopsis_thaliana Root Root cortex",1,0,1,0,"No"
"arabidopsis_thaliana Root Root endodermis",1,0,1,0,"No"
"arabidopsis_thaliana Root Root epidermis",1,0,1,0,"No"
"arabidopsis_thaliana Root Root hair",1,0,1,0,"No"
"arabidopsis_thaliana Root Root hair cell",1,0,1,0,"No"
"arabidopsis_thaliana Root Root initial cell",1,28,9.36236932226918e-13,12.0286142310296,"Yes"
"arabidopsis_thaliana Root Root meristem",1,83,5.9303715826911e-93,92.2269180939449,"Yes"
"arabidopsis_thaliana Root Root procambium",1,1,1,0,"No"
"arabidopsis_thaliana Root Root stele",1,6,1,0,"No"
"arabidopsis_thaliana Root S phase",1,86,2.68653149222814e-91,90.5708080641514,"Yes"
"arabidopsis_thaliana Root Sieve element",1,0,1,0,"No"
"arabidopsis_thaliana Root Stem cell niche",1,0,1,0,"No"
"arabidopsis_thaliana Root Xylem",1,0,1,0,"No"
"arabidopsis_thaliana Root Xylem pole pericycle",1,17,0.00276580248430272,2.55817883761799,"Yes"
"arabidopsis_thaliana Root Xylem pole pericycle cell",1,51,3.14411671947845e-30,29.5025013399594,"Yes"
"arabidopsis_thaliana Seed Columella initial cell",1,0,1,0,"No"
